Internal ID,Q1: GOING OUT?,Q2: GENDER,Q3: AGE,Q4: COUNTRY,"Q5: STATE, PROVINCE, COUNTY, ETC",Q7: JOY OTHER,Q10: DRESS,Q11: DAY,"Click Coordinates (x, y)",Media
90277560,No,Male,72,United States,California,Unknown,White and gold,Friday,"(71, 4)",Science
90277565,No,Male,33,United States,Colorado,Unknown,White and gold,Friday,"(66, 17)",Science
90277566,No,Female,40,United States,California,Nutrageous/nut bar After dinner mints Wurthers ,Blue and black,Sunday,"(87, 15)",Science
90277573,No,Female,47,Canada,British Columbia,"aero bars! (much, much better than real housewives of orange county!)",Blue and black,Friday,"(65, 32)",Science
90277574,No,Female,46,United States,Washington,Unknown,Blue and black,Friday,"(74, 24)",Science
90277577,No,Female,28,Canada,British Columbia,Unknown,White and gold,Sunday,"(79, 35)",Science
90277578,No,Male,40,United States,California,Candy cigarettes,Blue and black,Sunday,"(78, 22)",Science
90277580,Yes,Female,33,United States,California,Whoppers! And Caramels!!!,White and gold,Friday,"(28, 30)",Daily Dish
90277589,No,Other,17,Iceland,Unknown,Unknown,White and gold,Sunday,"(84, 36)",Science
90277590,No,I'd rather not say,43,Unknown,Unknown,bubble gum eye balls. jelly beans. chocolate bars that have halloween shapes & themes like scaries (the halloween smarties) or halloween pocky,Blue and black,Friday,"(76, 19)",Science
90277591,No,Female,49,United States,Washington,Unknown,Blue and black,Sunday,"(35, 17)",Daily Dish
90277592,No,Female,31,United Kingdom,Edinburgh,Goobers,Blue and black,Sunday,"(80, 9)",Science
90277595,No,Male,27,United States,California,Unknown,White and gold,Friday,"(80, 38)",Science
90277597,No,Male,31,Canada,Ontario,Unknown,White and gold,Friday,"(30, 76)",ESPN
90277604,No,Male,58,United States,New York,TV Guide,Blue and black,Sunday,"(75, 35)",Science
90277628,No,Female,54,United States,Montana,Unknown,White and gold,Friday,"(77, 25)",Science
90277632,No,Male,50,Canada,British Columbia,Unknown,White and gold,Sunday,Unknown,Unknown
90277644,No,Male,39,United States,Ohio,beer.  Beer.  BEER,White and gold,Friday,Unknown,Unknown
90277645,No,Female,33,Poland,Strathclyde,"Thornton's chocolate or toffee, Green & Black's, flake, galaxy, wispa, maltesers, kinder bueno, refreshers, drumstick lollies, tablet, cake, Turkish delight",White and gold,Friday,"(79, 32)",Science
90277649,No,Male,54,United States,California,Nuremburg Trials 2: The Trumpening 3-D glasses,White and gold,Sunday,"(86, 5)",Science
90277655,No,Female,30,Canada,Ontario,any sort of drug or drug paraphernalia. That's expensive and I'll take it free any time!,Blue and black,Sunday,"(87, 13)",Science
90277660,No,Female,27,United States,Kansas,My mom. (Her name is Joy.) But I don't think she's likely to end up in your trick-or-treat bag. ,Blue and black,Friday,"(73, 35)",Science
90277663,No,Male,52,United States,California,Beer,White and gold,Friday,"(78, 33)",Science
90277668,Yes,Female,35,United States,California,Sour gummy bears,White and gold,Sunday,"(68, 19)",Science
90277672,No,Male,47,United States,California,Unknown,Unknown,Friday,Unknown,Unknown
90277678,Yes,Female,49,United States,Pennsylvania,Malted milk balls ,Blue and black,Sunday,"(74, 25)",Science
90277685,No,Female,26,United States,California,Unknown,Blue and black,Friday,"(74, 32)",Science
90277692,No,Female,32,United States,Wisconsin,Unknown,White and gold,Friday,"(90, 32)",Science
90277694,No,Male,28,United States,Unknown,Unknown,White and gold,Friday,"(74, 37)",Science
90277706,No,Female,35,Denmark,Ørbæk,"Turkish pepper, Salty licorice (e.g. Piratos, Salte Fisk, Bogstaver, etc.), Sour winegums, Candy apples, Twizzlers (cherry), Anything Marabou.",Blue and black,Friday,"(73, 21)",Science
90277717,No,Male,57,United States,California,Unknown,White and gold,Friday,Unknown,Unknown
90277743,Yes,Male,36,United States,California,Unknown,Unknown,Friday,Unknown,Unknown
90277744,No,Male,32,United States,Washington,Unknown,White and gold,Friday,"(73, 27)",Science
90277746,No,Male,75,United States,California,Unknown,Unknown,Friday,Unknown,Unknown
90277747,No,Female,45,Canada,British Columbia,Unknown,Blue and black,Friday,Unknown,Unknown
90277762,Yes,Male,34,France,Idf,Unknown,White and gold,Sunday,"(82, 29)",Science
90277770,No,Male,63,United States,California,Unknown,White and gold,Friday,"(84, 22)",Science
90277783,No,Male,53,United States,Washington,Charleston Chews,Blue and black,Sunday,"(77, 33)",Science
90277817,No,Female,46,United States,Massachusetts,Reese's big cups,White and gold,Sunday,"(84, 32)",Science
90277829,No,Male,61,United States,MI,Oreos,White and gold,Friday,"(32, 62)",ESPN
90277861,No,Male,43,United States,California,Unknown,White and gold,Sunday,"(83, 32)",Science
90277862,No,Male,39,Japan,Osaka,Unknown,Blue and black,Sunday,"(84, 36)",Science
90277885,No,Male,42,United States,California,Unknown,Blue and black,Friday,"(69, 33)",Science
90277887,No,Male,47,United States,California,Unknown,White and gold,Friday,"(79, 73)",Yahoo
90277922,No,Male,43,United Kingdom,Surrey,Biltong,White and gold,Sunday,"(80, 26)",Science
90277936,No,Female,39,United States,Oregon,Inspired creative expression.,Blue and black,Friday,"(63, 30)",Science
90277967,No,Male,49,United States,California,Unknown,White and gold,Sunday,"(82, 28)",Science
90277987,No,Male,42,United Kingdom,Northern ireland,Unknown,White and gold,Sunday,"(73, 24)",Science
90277992,No,Male,40,United States,Ohio,Unknown,White and gold,Sunday,"(68, 34)",Science
90277997,Yes,Male,45,Switzerland,Vaud,Unknown,Blue and black,Sunday,"(80, 11)",Science
90278012,No,Male,43,United States,Missouri,Beer!,White and gold,Friday,"(64, 25)",Science
90278031,Yes,Female,12,United States,Minnesota,Unknown,White and gold,Friday,Unknown,Unknown
90278047,No,Male,36,United States,Arizona ,Legos,Blue and black,Friday,"(75, 18)",Science
90278053,No,Male,46,Denmark,Unknown,Unknown,White and gold,Friday,"(22, 37)",Daily Dish
90278076,Yes,Female,58,United States,Michigan,Candy corn ,Unknown,Friday,Unknown,Unknown
90278101,No,Female,58,United States,Michigan,50lb of $100 dollar bills!stale ,Blue and black,Friday,"(70, 18)",Science
90278126,No,Male,63,United States,az,"Heath bars, vodka",White and gold,Friday,"(64, 26)",Science
90278171,No,Female,58,United States,Wisconsin,Mounds bar Chocolate chip cookies Vodka,White and gold,Friday,"(66, 6)",Science
90278176,No,Male,56,United States,Missouri,Unknown,Blue and black,Friday,"(83, 41)",Science
90278186,No,I'd rather not say,43,United States,see question 2,Southern comfort,White and gold,Friday,"(85, 21)",Science
90278205,No,Female,36,United Kingdom,Scotland,"Baby Ruth, Mallo Cups, tootsie rolls (regular or flavoured), tootsie pops",White and gold,Sunday,"(62, 5)",Science
90278213,Yes,Male,41,United States,Virginia,Unknown,Blue and black,Friday,"(69, 27)",Science
90278231,No,Female,34,United States,Virginia,Unknown,White and gold,Friday,"(69, 34)",Science
90278241,No,Female,48,United States,Carolina,Unknown,White and gold,Sunday,"(83, 4)",Science
90278242,No,Male,61,United States,New York,Unknown,White and gold,Friday,"(75, 26)",Science
90278256,No,Male,43,United States,Michigan,Airline bottles of booze,White and gold,Friday,"(79, 22)",Science
90278266,No,Female,49,Poland,Midlothian,"popcorn balls(homemade or shop bought), wax vampire teeth, malteasers (malted milk balls)",Blue and black,Friday,"(78, 30)",Science
90278276,No,Male,40,United States,Michigan,Nerds Baby Ruth,White and gold,Friday,"(76, 31)",Science
90278280,No,Male,57,United States,Tennessee,Those British peppermint thingies that melt in your mouth,Blue and black,Friday,"(74, 28)",Science
90278285,No,Male,49,United States,Carolina,Unknown,White and gold,Friday,"(76, 20)",Science
90278286,No,Male,35,United States,Massachusetts,Unknown,White and gold,Sunday,"(26, 53)",ESPN
90278296,No,I'd rather not say,43,Unknown,Unknown,Unknown,Unknown,Friday,Unknown,Unknown
90278297,No,Male,44,United States,Florida,Unknown,White and gold,Sunday,"(82, 32)",Science
90278298,No,Female,38,United States,Minnesota,"Tootsie Pop, Milk Duds, Bottle Caps, Pop Rocks",White and gold,Friday,"(84, 80)",Yahoo
90278303,No,Female,36,United States,Massachusetts,Unknown,White and gold,Friday,"(70, 21)",Science
90278306,No,Female,33,United States,Alabama,Unknown,Blue and black,Sunday,"(72, 27)",Science
90278321,No,Female,60,United States,New York,Unknown,White and gold,Sunday,"(76, 31)",Science
90278336,Yes,Male,37,Netherlands,Unknown,"M&M Mint, Bounty Dark, Fun-size anything, Gingernuts, Interesting fudge, Hugs from beautiful women (Males and girls, see: ""hugs"" answer above), Home made anything",Blue and black,Sunday,"(73, 26)",Science
90278337,No,Male,58,United States,MI,Unknown,Blue and black,Friday,"(71, 74)",Yahoo
90278338,No,Male,37,United States,TN,Unknown,Blue and black,Friday,"(30, 75)",ESPN
90278339,No,Male,58,United States,California,"Wasabi peas, powdered-sugar-coated toffee-chocolate-encased whole almonds, pepperoni or black pepper slathered salami (a whole stick, unsliced), Fruitastic twist-wrapped bubble gum, lemon creme sandwich cookies, garlic bread, kosher dill pickles, tiny super-sweet mandarin oranges, Riesen caramel chocolate lumps, Safeway Select diet grapefruit soda in crushed ice. Root beer barrels (the candy). Maple sugar candy. Whole unshelled salted roasted peanuts to chew up whole including the shell.",Unknown,Friday,"(75, 6)",Science
90278358,No,Female,49,United States,Florida,"rub on tattoos, rubber bats, decapitated/broken dolls and doll parts reassembled with other toys (like in Toy Story), restaurant/fast food coupons for FREE item (npn)",White and gold,Friday,"(79, 24)",Science
90278362,No,Male,51,United States,tn,Unknown,White and gold,Sunday,"(70, 16)",Science
90278365,No,Male,36,United States,Texas,Unknown,Blue and black,Friday,"(85, 31)",Science
90278370,Yes,Female,36,United States,California,Spree,Blue and black,Sunday,"(81, 27)",Science
90278376,No,I'd rather not say,25,United States,California,"Bubble gum, Clark bars",Unknown,Friday,Unknown,Unknown
90278381,Yes,Male,38,United States,Massachusetts,Unknown,Blue and black,Friday,"(73, 17)",Science
90278384,No,Male,54,United States,Ohio,Unknown,White and gold,Sunday,"(83, 27)",Science
90278385,No,Female,60,United States,New Jersey,Unknown,White and gold,Friday,"(78, 31)",Science
90278389,No,Female,23,South Africa,Seoul,Unknown,Blue and black,Friday,"(63, 10)",Science
90278397,No,Male,47,United States,Pennsylvania,Unknown,White and gold,Friday,"(64, 25)",Science
90278398,No,Female,30,United States,California,small toys that belong in a quarter machine,White and gold,Friday,"(71, 39)",Science
90278400,No,Female,43,United States,Mi,Unknown,White and gold,Friday,Unknown,Unknown
90278402,No,I'd rather not say,39,Canada,Canada,Dark chocolate covered fruit,Blue and black,Sunday,"(64, 4)",Science
90278412,No,Female,36,United States,Georgia,Unknown,White and gold,Sunday,"(75, 5)",Science
90278418,No,Male,65,United States,Pennsylvania,Unknown,White and gold,Friday,"(84, 13)",Science
90278438,No,Male,56,United States,Massachusetts,"Mounds, Almond Joy",White and gold,Friday,"(77, 43)",Science
90278441,No,Male,49,United States,Pennsylvania,Unknown,White and gold,Sunday,"(18, 68)",ESPN
90278444,Yes,Female,43,United States,Pennsylvania,Marshmallows ,Blue and black,Friday,"(58, 6)",Science
90278448,No,Male,33,United States,Ohio,Unknown,Blue and black,Friday,"(60, 24)",Science
90278451,No,Male,29,United States,Georgia,"Peanut Butter M&M's, big gummi Lifesavers, those little 2-packs of Oreos, Star Crunch",Blue and black,Friday,"(31, 8)",Daily Dish
90278454,No,Female,46,United States,New York,Matcha Kit Kats,White and gold,Sunday,"(80, 24)",Science
90278463,No,Male,67,United States,Nh,Joy dishwasher tabs,Blue and black,Friday,"(80, 79)",Yahoo
90278467,No,Male,30,United States,Minnesota,Unknown,Blue and black,Friday,"(70, 35)",Science
90278484,No,Male,45,United States,The Shore,Rolos ,White and gold,Friday,"(73, 28)",Science
90278486,No,Male,56,United States,Missouri,"Root Beer Barrels, malted milk balls",White and gold,Sunday,"(29, 76)",ESPN
90278488,No,Male,13,United States,IN,chicken noodle soup.,Blue and black,Friday,"(68, 13)",Science
90278495,No,Male,51,Canada,Manitoba,"Rockets, where are the Rockets?!",White and gold,Sunday,"(76, 30)",Science
90278496,No,Male,30,United States,MD ,Unknown,White and gold,Sunday,"(71, 25)",Science
90278662,No,Male,50,United States,Ohio,Unknown,Unknown,Friday,Unknown,Unknown
90278670,No,Male,50,United States,NM,White chocolate,White and gold,Friday,"(77, 39)",Science
90278672,Yes,Male,44,United States,Ohio,Unknown,White and gold,Sunday,Unknown,Unknown
90278673,No,Male,47,United Kingdom,Devonshire,Kit-kat chunky! ,Unknown,Friday,Unknown,Unknown
90278674,No,Male,49,United States,Minnesota,Can of Mountain Dew (That will teach those parents.),White and gold,Sunday,"(79, 39)",Science
90278675,No,Male,55,United States,Ohio,Unknown,Blue and black,Sunday,"(33, 81)",ESPN
90278679,No,Male,50,United States,Massachusetts,"Milky Way Dark, Milky Way Simply Caramel, Russell's Marshmallow thingies, Hershey's Special Dark",White and gold,Friday,"(60, 26)",Science
90278690,No,Male,42,United States,Missouri,zero bar,Blue and black,Friday,"(80, 20)",Science
90278694,Yes,Female,43,United States,Unknown,Unknown,Blue and black,Friday,"(80, 20)",Science
90278716,No,Male,38,United States,New Jersey,Fun dip. Pop rocks,White and gold,Friday,"(22, 80)",ESPN
90278726,No,Male,31,United States,Michigan,Unknown,White and gold,Sunday,"(85, 30)",Science
90278727,No,Male,52,United States,Virginia,Unknown,Blue and black,Friday,"(69, 26)",Science
90278731,No,Male,45,United States,Florida,Unknown,White and gold,Friday,"(71, 44)",Science
90278741,No,I'd rather not say,46,United States,Georgia,"haribo frogs, clove gum, to clarify the Licorice (not black) - Twizzers = joy",Blue and black,Friday,"(71, 30)",Science
90278742,No,Female,38,United States,Carolina,Almond Joy. ,White and gold,Friday,"(66, 0)",Science
90278747,No,Male,45,Canada,Ontario,Unknown,White and gold,Friday,"(73, 25)",Science
90278756,No,Male,46,United States,Pennsylvania,Unknown,White and gold,Friday,"(30, 31)",Daily Dish
90278765,No,Male,46,United States,Wisconsin,Zagnut,Blue and black,Friday,"(66, 5)",Science
90278775,No,Female,48,United States,Minnesota,"lick'em sticks, giant chewy sweetarts, Pearson Nutrolls, Nut Goodies",Blue and black,Sunday,"(18, 54)",ESPN
90278777,No,Male,47,United States,Michigan,"Atomic fireballs cinnamon,  warheads sours, hot tamales,  tootsie pops",White and gold,Friday,"(72, 32)",Science
90278781,No,Female,43,United States,Georgia,Unknown,Blue and black,Friday,"(74, 29)",Science
90278791,No,Male,34,United States,Massachusetts,Unknown,Blue and black,Sunday,"(77, 34)",Science
90278801,No,Female,62,United States,Washington,"Payday bars, almond joy, big cherry",White and gold,Friday,"(29, 24)",Daily Dish
90278803,No,Male,35,United States,Iowa,"Gobstoppers, ring pops, cinnamon discs, butterscotch discs ",Blue and black,Friday,"(78, 22)",Science
90278814,No,Male,43,United States,Massachusetts,Unknown,White and gold,Friday,"(71, 29)",Science
90278815,No,Male,60,United States,Washington,Unknown,Blue and black,Friday,"(82, 12)",Science
90278820,No,Female,49,United States,Minnesota,Any chocolate other than Hershey's. Anything caramel.,White and gold,Friday,"(72, 30)",Science
90278823,No,I'd rather not say,40,United States,California,Unknown,Blue and black,Sunday,"(69, 78)",Yahoo
90278836,No,Male,33,United States,Oregon,"Pot brownies, cookies, rice crispy treats. Basically anything with pot in it.",White and gold,Friday,"(79, 28)",Science
90278838,No,Male,55,United States,New York,Unknown,Blue and black,Friday,"(67, 37)",Science
90278854,No,Female,29,United States,Washington,Root beer ,Unknown,Friday,Unknown,Unknown
90278856,Yes,Male,45,United States,Washington,Manhattan,White and gold,Sunday,"(77, 26)",Science
90278857,No,Male,65,United States,Washington,"Payday bars, almond joys, red vines, successful removal of trump from office ",White and gold,Friday,"(77, 25)",Science
90278858,No,Female,48,United States,California,Petting my dogs,Blue and black,Sunday,"(71, 24)",Science
90278861,No,I'd rather not say,45,United States,Pennsylvania,Plastic spider rings,White and gold,Friday,"(81, 24)",Science
90278872,No,Female,44,United States,Pennsylvania,Bags of pretzels,White and gold,Friday,"(70, 15)",Science
90278873,Yes,Male,43,Canada,Ontario,"Cherry Blossom (do they still make those?), individually wrapped caramels",White and gold,Sunday,"(74, 11)",Science
90278874,No,Female,44,United States,Maryland,"Almond Joy, puppies",Blue and black,Friday,"(73, 24)",Science
90278902,No,Female,33,United States,Georgia,Unknown,White and gold,Friday,"(82, 20)",Science
90278915,No,Male,63,United States,New York,full box of mallow cups,Blue and black,Friday,"(65, 19)",Science
90278928,Yes,Male,48,United States,Ohio,Unknown,White and gold,Friday,"(73, 33)",Science
90278930,No,Male,33,United States,kansas,"Books, Steak",White and gold,Friday,"(76, 26)",Science
90278936,No,Male,30,United States,Arizona,Unknown,Blue and black,Friday,"(77, 32)",Science
90278940,No,Female,49,Germany,"Mannheim, Baden-Württemberg ",Pumpkin anything.,White and gold,Friday,"(77, 29)",Science
90278945,No,Male,42,United States,Georgia,Unknown,Blue and black,Sunday,"(72, 11)",Science
90278949,Yes,Male,43,United States,Virginia,Skor bars,White and gold,Friday,"(74, 5)",Science
90278953,Yes,I'd rather not say,14,United States,California,The sweet release of death The Holy Emo Trinity (and TØP),Blue and black,Friday,"(82, 13)",Science
90278961,No,Male,43,Unknown,Unknown,Unknown,White and gold,Friday,Unknown,Unknown
90278967,No,Male,57,United States,California,Unknown,White and gold,Sunday,"(72, 15)",Science
90278968,Yes,Male,51,United States,California,"adderal, BIG HUNK!,",Unknown,Sunday,Unknown,Unknown
90278971,No,Male,55,United States,|NC,"Girhardelli dark, Ferro Rocher dark, Leonidas dark, Ritter dark, Cadbury dark, Guylian dark",White and gold,Sunday,Unknown,Unknown
90278977,No,Male,43,United States,New York,Unknown,Blue and black,Friday,"(86, 29)",Science
90278982,No,Male,47,Canada,Ontario,Rockets ,White and gold,Friday,"(69, 71)",Yahoo
90278992,No,Male,35,United States,Wyoming,Homemade fudge (I really got it once egocentric or treating),White and gold,Friday,"(76, 32)",Science
90278995,No,Male,32,United States,Ohio,Unknown,Blue and black,Friday,"(76, 31)",Science
90279000,No,Female,55,United States,Carolina,dark kit kat,White and gold,Friday,"(76, 10)",Science
90279009,No,Male,37,United States,Washington,Kinder Surprise! Charleston chew,Blue and black,Friday,"(70, 86)",Yahoo
90279019,No,Male,54,Netherlands,Rotterdam,horehound candy ,Blue and black,Friday,"(58, 7)",Science
90279025,No,Female,27,United States,Missouri,Unknown,White and gold,Friday,"(90, 39)",Science
90279042,No,Male,43,United States,Oregon,Spree,White and gold,Friday,"(78, 22)",Science
90279045,No,Male,28,United States,New York,"Wunderbar, cans of soda, juice box, Aero,",Blue and black,Friday,"(77, 26)",Science
90279068,No,Male,54,Canada,British Columbia,Unknown,White and gold,Friday,"(69, 20)",Science
90279079,No,Male,49,United States,Texas,Unknown,Blue and black,Friday,"(76, 82)",Yahoo
90279081,Yes,Female,43,Unknown,Arizona ,Toys,White and gold,Friday,"(59, 5)",Science
90279089,No,Female,26,United States,Kansas,Unknown,Blue and black,Friday,"(77, 24)",Science
90279092,Yes,Male,90,United States,Arkansas,Unknown,White and gold,Friday,"(32, 71)",ESPN
90279100,No,Male,55,United States,Pennsylvania,Unknown,White and gold,Sunday,"(75, 32)",Science
90279114,No,Male,28,United States,Missouri,"Payday, Hershey’s cookies and cream",Blue and black,Friday,"(85, 25)",Science
90279128,No,Male,41,United States,Maine,Unknown,Blue and black,Sunday,"(73, 10)",Science
90279131,No,Female,36,United States,New York,Unknown,Blue and black,Sunday,"(63, 20)",Science
90279139,No,Female,39,Canada,British Columbia,home-baked goodies,White and gold,Friday,"(67, 5)",Science
90279148,Yes,Male,13,United States,Wisconsin,Kinder Eggs Token for ice cream ,Blue and black,Friday,"(87, 21)",Science
90279161,No,Male,53,United States,Michigan,Unknown,White and gold,Sunday,"(66, 5)",Science
90279170,No,Female,62,United States,California,"Halloween decorations, Halloween events, block parties",White and gold,Friday,"(31, 1)",Unknown
90279176,Yes,Female,15,United States,Georgia ,Almond Joy Ferrero Roche HazelNut Hershey Kisses Candy Corn ,White and gold,Sunday,Unknown,Unknown
90279185,No,Female,40,United States,Oregon,Unknown,Blue and black,Sunday,"(67, 10)",Science
90279189,No,Male,61,United States,IN,Zagnut bars,Blue and black,Friday,"(87, 80)",Yahoo
90279190,No,Male,59,United States,California,Unknown,White and gold,Sunday,"(78, 27)",Science
90279195,No,Female,53,United States,Illinois,Unknown,Blue and black,Sunday,"(76, 30)",Science
90279200,No,Female,26,United States,KS,Dark chocolate Milky Way. Squeeze-It drinks. Homemade popcorn balls.,White and gold,Friday,"(86, 20)",Science
90279225,No,Male,36,Germany,Greifswald,Unknown,White and gold,Friday,Unknown,Unknown
90279230,No,Female,35,Canada,Alberta,Unknown,White and gold,Friday,"(60, 13)",Science
90279251,No,Male,43,United States,Oregon,Packaged donuts ,White and gold,Sunday,"(26, 74)",ESPN
90279260,No,Male,40,United States,ar,Unknown,Blue and black,Sunday,"(75, 63)",Yahoo
90279264,Yes,Female,45,United States,Massachusetts,Unknown,White and gold,Friday,"(74, 31)",Science
90279276,No,Male,51,United States,Oregon,Andes mints Hershey's nuggets,White and gold,Friday,"(70, 4)",Science
90279281,No,Male,70,United States,California,Almond Joy Jucyfruits,White and gold,Sunday,"(77, 30)",Science
90279300,No,Other,17,Canada,British Columbia,Unknown,White and gold,Friday,"(72, 26)",Science
90279341,No,Female,53,United States,VT,"Lion Bars, HobNobs, Red Vines",White and gold,Sunday,"(75, 28)",Science
90279342,No,Female,56,United States,Vermont,Minibag of Halloween-shaped cheese puffs; overly precious hipster chocolate bars with flavors like popcorn or smoked bacon; goobers; zagnut bars; malted balls,Blue and black,Sunday,"(70, 5)",Science
90279360,No,Male,33,United States,California,Unknown,White and gold,Friday,"(75, 24)",Science
90279365,Yes,Male,61,United States,Indiana,Unknown,Blue and black,Friday,"(73, 6)",Science
90279370,No,Male,43,United States,Washington,Baby Ruth,Blue and black,Friday,"(70, 14)",Science
90279390,No,Female,38,United States,Illinois,Unknown,Blue and black,Friday,"(32, 34)",Daily Dish
90279395,No,Male,59,United States,New York,Anything with DARK chocolate,Blue and black,Sunday,Unknown,Science
90279412,No,Female,36,United States,Nevada,Unknown,White and gold,Friday,"(83, 24)",Science
90279413,No,Female,46,United States,Arizona,Coffee - hot and black!,White and gold,Sunday,"(70, 6)",Science
90279415,No,Female,48,United States,Iowa,Skor,Blue and black,Friday,Unknown,Unknown
90279422,No,Male,61,United States,California,Traditional Halloween Candy Corn,White and gold,Friday,"(75, 35)",Science
90279453,No,Male,62,United States,Washington,Unknown,Blue and black,Friday,"(75, 27)",Science
90279456,No,Female,35,Greenland,kent,Unknown,White and gold,Friday,"(77, 26)",Science
90279458,No,Male,63,United States,California,cow tails,White and gold,Friday,"(76, 29)",Science
90279465,Yes,Male,46,United States,Colorado,Mini bags of Andy Capp Hot Fries Root Beer Barrels,Blue and black,Friday,"(71, 30)",Science
90279467,Yes,Male,39,United States,California,Unknown,Blue and black,Friday,"(87, 29)",Science
90279483,Yes,Female,11,United States,Virginia,Gum,Blue and black,Friday,"(32, 58)",ESPN
90279484,No,Female,52,United States,Wisconsin,popcorn balls,Blue and black,Sunday,"(73, 38)",Science
90279490,Yes,Female,49,United States,North Dakota,Unknown,White and gold,Friday,"(71, 27)",Science
90279517,Yes,Male,39,United States,California,Unknown,White and gold,Sunday,"(84, 41)",Science
90279541,No,Male,37,United States,California,"Trader Joe's Dark Chocolate Peanut Butter Cups Trader Joe's Dark Chocolate Turbinado Sea Salt Almonds  Whoppers/Chocolate malt balls Ferrero Rocher Neopolitan Klondike Bars (not yet melted) Artisanal sodas (bottled) News of Trump's impeachment, and/or the criminal prosecution of most of his cabinet and his VP",White and gold,Friday,"(75, 32)",Science
90279550,No,Male,39,United States,Oregon,Charleston Chew,Blue and black,Friday,"(82, 34)",Science
90279555,No,Male,53,Germany,Hessen,Peanut Butter M&Ms,White and gold,Friday,Unknown,Yahoo
90279564,No,Male,22,United States,Georgia,Unknown,Blue and black,Friday,"(66, 36)",Science
90279571,No,Male,43,United States,Kentucky ,Jawbreakers,White and gold,Sunday,Unknown,Unknown
90279587,No,Male,57,United States,Colorado,"Snickers Almond, previously known as Mars",Blue and black,Friday,"(82, 20)",Science
90279593,No,Male,37,United States,California,"NERDS ON A ROPE, FRUIT BY THE FOOT",White and gold,Sunday,"(75, 39)",Science
90279602,No,Other,29,United States,Kentucky,Unknown,Blue and black,Friday,"(59, 27)",Science
90279614,No,Female,53,Canada,NOYB,Whitmans Sampler ,Blue and black,Friday,"(98, 26)",Unknown
90279617,No,Male,45,United States,New York,Unknown,Blue and black,Sunday,"(71, 5)",Science
90279623,No,I'd rather not say,43,Unknown,Unknown,Cadbury Wispa,Blue and black,Friday,Unknown,Unknown
90279632,No,Male,76,United States,mo,Unknown,Blue and black,Friday,"(73, 11)",Science
90279633,No,Male,47,United States,New York,Unknown,White and gold,Sunday,Unknown,Unknown
90279653,No,Female,41,United States,California,Unknown,Unknown,Friday,Unknown,Unknown
90279697,No,Male,37,United States,kansas,"Whipped cream, birth control, temporary tattoos",White and gold,Friday,"(57, 27)",Science
90279699,Yes,Male,33,Canada,Ontario,Unknown,White and gold,Friday,"(82, 29)",Science
90279709,No,Male,34,United States,Oregon,Unknown,Blue and black,Friday,"(60, 7)",Science
90279712,No,I'd rather not say,43,United States,New York,Unknown,White and gold,Sunday,"(78, 23)",Science
90279717,No,Female,52,United States,Nevada,"Chewy sweet tarts, elections buttons",White and gold,Sunday,"(32, 8)",Daily Dish
90279721,No,Female,51,United States,New York,pretzels,White and gold,Friday,"(82, 34)",Science
90279777,No,Male,33,United States,South Dakota,"Malt balls, Charleston Chew",Blue and black,Sunday,"(85, 20)",Science
90279778,No,Male,48,Canada,British Columbia,Big Turk Crispy Crunch Aero,White and gold,Sunday,"(77, 26)",Science
90279807,Yes,I'd rather not say,43,Albania,"Emerald City, Petrolia",Unknown,White and gold,Friday,"(76, 34)",Science
90279829,No,Female,35,United States,New York,Unknown,Blue and black,Sunday,"(71, 29)",Science
90279862,No,Male,35,Canada,Alberta,"Beer. The neighbour down the road from us used to give me a beer in my bag to give to my dad when I was little. He also would wrap Hershey's kisses and cloves of garlic in tin foil, put them all in one big bowl, and then have the kids choose one out of it (""choose wisely""). ",White and gold,Friday,"(56, 4)",Science
90279867,Yes,Male,16,United States,Indiana,Air Nerds,White and gold,Sunday,Unknown,Unknown
90279920,No,Male,36,United States,Virginia,Unknown,Blue and black,Sunday,"(27, 77)",ESPN
90279930,No,Male,61,United States,Pennsylvania,Unknown,White and gold,Friday,"(75, 19)",Science
90279975,Yes,Male,36,United States,Alabama,"Fried chicken, beer, rye whiskey",White and gold,Friday,"(53, 31)",Science
90280002,No,Male,59,Canada,Ontario,Unknown,White and gold,Sunday,"(59, 12)",Science
90280018,Yes,Male,33,United States,"wa, spokane",Unknown,Blue and black,Friday,"(65, 34)",Science
90280029,No,Male,47,United States,Florida,Unknown,White and gold,Friday,"(75, 10)",Science
90280030,No,Male,35,United States,California,Unknown,White and gold,Friday,"(30, 78)",ESPN
90280058,Yes,Female,61,United States,Colorado,"Ice Cubes chocolates, melocreme pumpkins",White and gold,Friday,"(62, 44)",Science
90280086,No,Female,62,United States,Pennsylvania,tootsie rolls,White and gold,Sunday,"(19, 23)",Daily Dish
90280088,No,Male,35,United States,Virginia,Unknown,Blue and black,Friday,"(72, 30)",Science
90280093,No,Male,49,Canada,British Columbia,Unknown,White and gold,Friday,Unknown,Unknown
90280114,No,Male,33,United States,Washington,Unknown,White and gold,Sunday,"(83, 61)",Yahoo
90280129,No,Female,27,United States,New York,"sugar daddies, sugar babies, hot tamales, abba zabba, pull and peel twizzlers, vanilla tootsie rolls, blow pops, milk duds, mallocream pumpkins",White and gold,Friday,"(11, 41)",Daily Dish
90280160,No,Male,48,United States,Massachusetts,"Mallo Cups, Toffifay.",Blue and black,Friday,"(66, 24)",Science
